roll|name|faction_id|faction_name|legend|type|description|id|
6|WINGS OF SANGUINIUS|SM|Space Marines|Blood-red wings of psychic energy spring from the back of the Librarian, allowing him to soar across the battlefield like an avenging angel.|Sanguinary Discipline|<b>Blessing:</b> <i>Wings of Sanguinius</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, this <span class="kwb">PSYKER</span> can make a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a> or <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a> as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. In addition, until the end of the phase, this <span class="kwb">PSYKER</span> has a Move characteristic of 12" and the <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a> keyword.|000005323007|
1|GIFT OF INFECTION|DG|Death Guard|The Insidious Blight is one of Nurgle’s favoured gifts, and with a deep exhalation of warp-tainted breath this selfless psyker bestows such a boon on those who would try to deny such a blessing by keeping their distance.|Army of Renown: Terminus Est Assault Force|<b>Malediction:</b> <i>Gift of Infection</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, subtract 1 from the Toughness characteristic of models in that unit (this is not cumulative with any Toughness penalties incurred from any <a href="/wh40k9ed/factions/death-guard/#Contagions-of-Nurgle">Contagion of Nurgle</a> abilities).|000005449002|
2|LUNGROT|DG|Death Guard|The psykers daubs his helmet with a warp rune and immediately expels a deep, hacking cough. As he does, his foes are wracked by a paroxysm, causing them to stumble and double over while their lungs rapidly rot.|Army of Renown: Terminus Est Assault Force|<b>Malediction:</b> <i>Lungrot</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>That unit cannot <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a>.</li><li>Each time that unit is selected to charge, only eligible units within 6" can be selected as the target of its charge.</li><li>Each time a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made for that unit, it cannot be re-rolled.</li></ul>|000005449003|
3|PERNICIOUS DOSE|DG|Death Guard|Reciting the forty-nine contagions of Rottigor’s opus, the psyker can infuse the plagues coating his allies weapons with greater potency and fresh new maladies.|Army of Renown: Terminus Est Assault Force|<b>Blessing:</b> <i>Pernicious Dose</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly unit within 6" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes an attack with a <a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">plague weapon</a>, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000005449004|
4|NOXIOUS DISCHARGE|DG|Death Guard|The psyker conjures a broiling gobbet of ectoplasmic disease in his palm before hurling it at his foes, infecting all caught in the splash and rotting their very souls.|Army of Renown: Terminus Est Assault Force|<b>Witchfire:</b> <i>Noxious Discharge</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is within 12" of and visible to this <span class="kwb">PSYKER</span>:<br><ul><li>That unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a></li><li>All units within 3" of that unit suffer 1 mortal wound (excluding <span class="kwb">NURGLE</span> units).</li></ul>|000005449005|
5|ROTWIND|DG|Death Guard|The psyker summons a foetid wind from the Garden of Nurgle itself - a gale of ages that blasts across the battlefield and buffets his foes, rusting their weapons, corroding ammunition casings and dulling the edges of cutting blades.|Army of Renown: Terminus Est Assault Force|<b>Malediction:</b> <i>Rotwind</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes an attack, reduce the Armour Penetration characteristic of that attack by 2 (to a minimum of AP 0).|000005449006|
6|ACCELERATED ENTROPY|DG|Death Guard|The psyker draws in a deep breath of warp power before locking eyes with his victim. As he exhales, his victim ages decades, then centuries.|Army of Renown: Terminus Est Assault Force|<b>Witchfire:</b> <i>Accelerated Entropy</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy model within 12" of and visible to this <span class="kwb">PSYKER</span>. Both players then roll one D6 and add their model’s Toughness characteristic. If your result is higher than your opponent’s, that enemy model’s unit suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If your result is double your opponent’s, or more than double your opponent’s, that enemy model’s unit suffers D3+3 mortal wounds instead.|000005449007|
1|FATEFUL DIVERGENCE|AE|Aeldari|Exerting their will upon destiny, the psyker shifts the paths of fate to aid the fortunes of their people.|Psychic Disciplines|<b>Blessing:</b> <i>Fateful Divergence</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, you gain 1 <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command point</a>.|000003725002|
2|WITCH STRIKE|AE|Aeldari|Focusing a still greater portion of their power into their weapon, each strike from the psyker blasts foes with potent aetheric energies.|Psychic Disciplines|<b>Blessing:</b> <i>Witch Strike</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one model in this <span class="kwb">PSYKER</span> unit (if this <span class="kwb">PSYKER</span> unit is an <span class="tooltip01870" data-tooltip-content="#tooltip_content01870" data-tooltip-anchor="#tooltip_content01870"><span class="kwb">ANHRATHE</span></span> unit, you must select its Way Seeker model). Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time the selected model makes a melee attack, if that attack successfully wounds the target, it inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target and the attack sequence ends.|000003725003|
3|GHOSTWALK|AE|Aeldari|Channelling energies from their runic armour, the psyker imbues their allies with ethereal speed.|Psychic Disciplines|<b>Blessing:</b> <i>Ghostwalk</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01864" data-tooltip-content="#tooltip_content01864" data-tooltip-anchor="#tooltip_content01864"><span class="kwb2">&lt;<span class="kwb3">C</span>RAFTWORLD&gt;</span> <span class="kwb">ASURYANI</span> <span class="kwb">CORE</span></span> or <span class="tooltip01865" data-tooltip-content="#tooltip_content01865" data-tooltip-anchor="#tooltip_content01865"><span class="kwb2">&lt;<span class="kwb3">C</span>RAFTWORLD&gt;</span> <span class="kwb">ASURYANI</span> <span class="kwb">CHARACTER</span></span> unit within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 2 to <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for that unit.|000003725004|
4|CRUSHING ORB|AE|Aeldari|The psyker captures their foe in a sphere of kinetic energy, then crushes it inwards with a gesture.|Psychic Disciplines|<b>Witchfire:</b> <i>Crushing Orb</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span> and roll three D6, adding 2 to each result if that enemy unit is a <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> unit, or it contains 6 or more models. For each 4+, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000003725005|
5|FOCUS WILL|AE|Aeldari|The psyker channels their mind to aid a fellow seer in wielding their mental might and resisting the efforts of enemy sorcerers.|Psychic Disciplines|<b>Blessing:</b> <i>Focus Will</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01871" data-tooltip-content="#tooltip_content01871" data-tooltip-anchor="#tooltip_content01871"><span class="kwb2">&lt;<span class="kwb3">C</span>RAFTWORLD&gt;</span> <span class="kwb">ASURYANI</span> <span class="kwb">PSYKER</span></span> unit within 24" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 2 to <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic tests</a> and <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch tests</a> taken for that unit.|000003725006|
6|IMPAIR SENSES|AE|Aeldari|The psyker dims the foe's senses, dazzling their minds with strange images and patterns.|Psychic Disciplines|<b>Malediction:</b> <i>Impair Senses</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that enemy unit cannot be affected by the <a href="/wh40k9ed/the-rules/core-rules/#Aura-Abilities">aura abilities</a> of units from your opponent’s army.|000003725007|
1|VEIL OF TIME|SM|Space Marines|The psyker projects his will beyond the regular passage of time, altering the temporal flow to sway the tide of battle.|Librarius Discipline|<b>Blessing:</b> <i>Veil of Time</i> has a warp charge value of 6. If manifested, select one friendly <span class="kwb2">&lt;<span class="kwb3">C</span>HAPTER&gt;</span> unit within 18" of this <span class="kwb">PSYKER</span>.<br><ul><li>Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, you can re-roll <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance rolls</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for that unit.</li><li>Until the start of your next Psychic phase, if that unit starts the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of an enemy unit, it fights first that phase.</li></ul>|000002682002|
2|MIGHT OF HEROES|SM|Space Marines|The psyker cages the immense power of the immaterium within the physical form of one of his brothers, making the blessed warrior the Emperor’s vengeance made manifest.|Librarius Discipline|<b>Blessing:</b> <i>Might of Heroes</i> has a warp charge value of 6. If manifested, select one friendly <span class="tooltip00505" data-tooltip-content="#tooltip_content00505" data-tooltip-anchor="#tooltip_content00505"><span class="kwb2">&lt;<span class="kwb3">C</span>HAPTER&gt;</span> <span class="kwb">CORE</span></span> or <span class="tooltip00781" data-tooltip-content="#tooltip_content00781" data-tooltip-anchor="#tooltip_content00781"><span class="kwb2">&lt;<span class="kwb3">C</span>HAPTER&gt;</span> <span class="kwb">CHARACTER</span></span> model within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 1 to that models Strength, Toughness and Attacks characteristics (if a unit has more than one Toughness characteristic, use the lowest Toughness characteristic in that unit when resolving any rules).|000002682003|
3|NULL ZONE|SM|Space Marines|The psyker unleashes the full might of his mind to cast down his opponents defences, both technological and mystical, rendering them vulnerable to the retribution of the Adeptus Astartes.|Librarius Discipline|<b>Blessing (Aura):</b> <i>Null Zone</i> has a warp charge value of 7. If manifested, then:<br><ul><li>Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, while a unit is within 6” of this <span class="kwb">PSYKER</span>, each time an attack is made against that unit, <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throws</a> cannot be made against that attack.</li><li>Until the start of your next Psychic phase, while an enemy <span class="kwb">PSYKER</span> unit is within 6" of this <span class="kwb">PSYKER</span>, halve the total of <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic tests</a> taken for that unit.</li></ul>|000002682004|
