wargear_id|line|name|Range|type|S|AP|D|abilities|
000001273|1|Lasher tendrils|Melee|Melee|User|-2|1|Each time the bearer fights, it makes 6 additional attacks with this weapon.|
000001274|1|Lightning claw|Melee|Melee|User|-2|1|Each time the bearer fights, it makes 1 additional attack with this weapon. Each time an attack is made with this weapon, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000001275|1|Malefic talons|Melee|Melee|User|-1|2|Each time the bearer fights, it makes 1 additional attack with this weapon.|
000001278|1|Maulerfiend fists|Melee|Melee|x2|-3|D3+3||
000001279|1|Mechatendrils|Melee|Melee|4|0|1|Each time the bearer fights, it makes 4 additional attacks with this weapon.|
000001281|1|Greater plague probe|Melee|Melee|User|-2|1|Each time an attack is made with this weapon, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 1.|
000001284|1|Power axe|Melee|Melee|+2|-2|1||
000001285|1|Power fist|Melee|Melee|x2|-3|2|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000001286|1|Power maul|Melee|Melee|+3|-1|1||
000001287|1|Power scourge|Melee|Melee|+1|-2|2|Each time the bearer fights, it makes 3 additional attacks with this weapon.|
000001288|1|Power sword|Melee|Melee|+1|-3|1||
000001289|1|Rod of Torment|Melee|Melee|User|-2|3||
000001290|1|Talon of Horus (melee)|Melee|Melee|User|-4|1|Each time an attack is made with this weapon, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000001291|1|Tyrant’s Claw (melee)|Melee|Melee|User|-2|1|Each time an attack is made with this weapon, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000001292|1|Tzaangor blades|Melee|Melee|User|-1|1|Each time the bearer fights, it makes 1 additional attack with this weapon.|
000001300|1|Ironstorm missile pod|72"|Heavy D6|5|-1|2|<a href="/wh40k9ed/the-rules/matched-play/#Indirect-Fire-Weapons">Indirect Fire</a>. <a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. This weapon can target units that are not visible to the bearer.|
000001306|1|Strike|Melee|Melee|+6|-4|6||
000001306|2|Sweep|Melee|Melee|User|-3|2|Each time an attack is made with this weapon profile, make 3 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000001308|1|Titanic feet|Melee|Melee|User|-2|2||
000001309|1|Acheron flame cannon|18"|Heavy 2D6|7|-2|3|Each time an attack is made with this weapon, that attack automatically hits the target.|
000001312|1|Castigator bolt cannon|36"|Heavy 16|6|-2|2||
000001313|1|Atrapos lascutter (shooting)|9"|Heavy 1|12|-4|6|Each time an attack is made with this weapon against a <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000001314|1|Sweep|Melee|Melee|6|-2|3|Each time an attack is made with this weapon profile, make 3 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000001314|2|Focus|Melee|Melee|12|-4|6|Each time an attack is made with this weapon against a <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000001315|1|Contained|36"|Heavy 4|8|-3|3||
000001315|2|Singularity|36"|Heavy D6+4|14|-4|3|Each time you select this profile to shoot with roll one D6; on a 1-3, the bearer suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
000001316|1|Lightning cannon|48"|Heavy 8|7|-2|3|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 2 additional hits.|
000001317|1|Phased plasma-fusil|24"|Rapid Fire 2|7|-3|2||
000001318|1|Twin rad cleanser|12"|Assault 2D6|2|0|3|Each time an attack is made with this weapon, that attack automatically hits the target. Each time an attack is made with this weapon, a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 2+ is always successful, unless the target is a <span class="kwb">VEHICLE</span> or <span class="kwb">TITANIC</span> unit.|
000001319|1|Twin magna lascannon|72"|Heavy 2D3|12|-3|6|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000001322|1|Helios defence missiles|60"|Heavy 2|8|-2|3|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000001323|1|Volkite chieorovile|45"|Heavy 5|8|-3|D6|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 2 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on the target in addition to any normal damage.|
000001324|1|Graviton crusher|18"|Heavy D3|6|-3|2|Each time an attack made with this weapon is allocated to a model with a Save characteristic of 3+ or better, that attack has a Damage characteristic of 3.|
000001325|1|Sweep|Melee|Melee|User|-2|D3|Each time an attack is made with this weapon profile, make 3 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000001325|2|Saw|Melee|Melee|x2|-4|6||
000001326|1|Standard|Melee|Melee|+6|-4|6||
000001326|2|Charged|Melee|Melee|x2|-4|8||
000001327|1|Tempest warblade|Melee|Melee|+6|-3|3|Each time an attack is made with this weapon profile, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000001328|1|Smash|Melee|Melee|User|-2|3|Each time an attack is made with this weapon profile, make 3 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000001328|2|Crush|Melee|Melee|x2|-4|6|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>. Each time an attack is made with this weapon, if that attack targets a <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> unit, add 2 to the Damage characteristic of that attack.|
000001329|1|Bellow of endless fury|8"|Assault D6|5|-1|1|This weapon automatically hits its target.|
000001330|1|Bloodflail|8"|Assault 1|+1|-3|3|This weapon can be fired within 1" of an enemy unit, and can target enemy units within 1" of friendly units.|
000001331|1|Coruscating flames|18"|Assault 2|User|0|1||
000001332|1|Death’s heads|12"|Assault 2|4|0|1|You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> of 1 for this weapon.|
000001333|1|Blue|18"|Heavy 3|+4|-4|D3||
000001333|2|Pink|12"|Pistol D6|User|-2|1|This weapon automatically hits its target.|
000001334|1|Flickering flames|12"|Pistol D6|User|-1|1|This weapon automatically hits its target.|
000001335|1|Harvester cannon|48"|Heavy 3|7|-1|D3||
000001336|1|Hellfire|8"|Assault D6|5|-1|1|This weapon automatically hits its target.|
000001337|1|Lash of Khorne|8"|Assault D3|User|-3|D3|This weapon can be fired within 1" of an enemy unit, and can target enemy units within 1" of friendly units.|
000001338|1|Lashes of torment|6"|Assault D6|4|0|1|This weapon can be fired even if there are enemy units within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of the bearer, and attacks made with this weapon can target enemy units within Engagement Range of friendly units.|
000001339|1|Phlegm bombardment|36"|Heavy D6|8|-2|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000001340|1|Plague flail|7"|Assault 3|User|-3|2|This weapon can be fired within 1" of an enemy unit, and can target enemy units within 1" of friendly units. Excess damage from this weapon is not lost; instead, keep allocating damage to another model in the target unit until either all the damage has been allocated or the unit has been destroyed.|
000001341|1|Skull cannon|48"|Heavy D6|8|-2|D3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Units targeted by this weapon do not gain any bonus to their <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throws</a> for being <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">in cover</a>.|
000001343|1|Axe of Khorne|Melee|Melee|+3|-4|D6||
000001344|1|Baleful sword|Melee|Melee|+1|-3|D6|When attacking with this weapon, you must subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000001345|1|Bilesword|Melee|Melee|+1|-3|D6|You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for this weapon.|
000001346|1|Sweeping strike|Melee|Melee|User|-3|1|Each time an attack is made with this weapon profile, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000001346|2|Piercing strike|Melee|Melee|+4|-4|D3+3|Each time an attack is made with this weapon profile, <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throws</a> cannot be made against that attack.|
000001347|1|Daemonic axe|Melee|Melee|+1|-3|3|When attacking with this weapon, you must subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000001348|1|Daemonic claws|Melee|Melee|User|0|1||
000001349|1|Diseased claws and teeth|Melee|Melee|User|0|1|You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> of 1 for this weapon.|
000001350|1|Dissecting claws|Melee|Melee|User|-1|2|When resolving an attack made with this weapon, on a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6+ this weapon has an Armour Penetration characteristic of -4 for that attack.|
000001351|1|Gore-drenched fangs|Melee|Melee|User|-1|1||
000001352|1|Mighty strike|Melee|Melee|x2|-4|D6|Each time you roll to determine how much damage this weapon inflicts, roll 2 dice and discard the lowest result.|
000001352|2|Sweeping blow|Melee|Melee|User|-2|1|Make 2 hit rolls instead of 1 for each attack made with this weapon.|
000001353|1|Hellblade|Melee|Melee|User|-3|1|When resolving an attack made with this weapon, on a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6+ this weapon has a Damage characteristic of 2 for that attack.|
000001354|1|Hellforged sword|Melee|Melee|User|-2|3||
000001355|1|Iron claw|Melee|Melee|x2|-3|D6||
000001356|1|Lamprey bite|Melee|Melee|+2|-3|2||
000001357|1|Malefic talons|Melee|Melee|User|-2|2|Each time the bearer fights, it can make 1 additional attack with this weapon. A model armed with two sets of malefic talons can make 3 additional attacks with them instead.|
000001358|1|Piercing claws|Melee|Melee|User|-1|1|When resolving an attack made with this weapon, on a wound roll of 6+ this weapon has an Armour Penetration characteristic of -4 for that attack.|
000001359|1|Plaguesword|Melee|Melee|User|0|1|You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for this weapon.|
000001360|1|Putrid appendages|Melee|Melee|User|0|2|You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for this weapon.|
000001361|1|Ritual dagger|Melee|Melee|User|-1|1|Each time this weapon slays an enemy model, the bearer regains 1 lost wound.|
000001362|1|Sharp quills|Melee|Melee|User|0|1||
000001364|1|Mighty strike|Melee|Melee|x2|-4|D6|You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for this weapon.|
000001364|2|Sweeping blow|Melee|Melee|User|-2|1|Make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1 for each attack made with this weapon.|
000001365|1|The Slayer Sword|Melee|Melee|User|-3|3|Each time you make a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6+ for this weapon, that hit is resolved with a Damage of D3+3.|
000001366|1|Snapping claws|Melee|Melee|User|-3|3|When the bearer fights, it makes a number of additional attacks with this weapon equal to the number shown in its damage table. When resolving an attack made with this weapon, on a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6+ this weapon has an Armour Penetration characteristic of -4 for that attack.|
000001367|1|Soul-rending fangs|Melee|Melee|User|-2|2||
000001368|1|Staff of Tomorrow|Melee|Melee|+2|-3|D6|Each time a CHARACTER is slain by this weapon, you can add a <a href="/wh40k9ed/factions/chaos-daemons/#Chaos-Spawn">Chaos Spawn</a> model to your army. Set up the Chaos Spawn within 6” of the character and not within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy models before they are removed as a casualty.|
000001369|1|Staff of Tzeentch|Melee|Melee|User|-2|3|Each time a CHARACTER is slain by this weapon, you can add a <a href="/wh40k9ed/factions/chaos-daemons/#Chaos-Spawn">Chaos Spawn</a> model to your army. Set up the Chaos Spawn within 6” of the character and not within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy models before they are removed as a casualty.|
000001370|1|Tongues of flame|Melee|Melee|User|-1|1||
000001371|1|The Trickster’s Staff|Melee|Melee|*|*|*|When the Changeling fights, choose a melee weapon carried by any enemy INFANTRY model within 1" of the Changeling. The Trickster’s Staff uses that weapon’s profile until the end of the phase.|
000001372|1|Vicious barbed tail|Melee|Melee|User|-3|D3|When the bearer fights, no more than 1 attack can be made with this weapon.|
000001373|1|Warpclaw|Melee|Melee|User|-2|D3|Make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for each attack made with this weapon, instead of 1.|
000001374|1|Warpsword|Melee|Melee|User|-3|3|You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for this weapon.|
000001375|1|Witstealer sword|Melee|Melee|+2|-3|3|When resolving an attack made by a model that has lost one or more wounds from an attack made with this weapon, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000001376|1|Disc of Tzeentch’s blades|Melee|Melee|4|0|1|After a model riding a Disc of Tzeentch makes its close combat attacks, you can attack with its mount. Make 1 additional attack, using this weapon profile.|
000001377|1|Hellflayer’s bladed axle|Melee|Melee|x2|-1|2|After models riding a Hellflayer makes their close combat attacks, you can attack with the chariot’s bladed axle. Make D6 additional attacks, using this weapon profile.|
000001378|1|Juggernaut’s bladed horn|Melee|Melee|5|-1|1|After a model riding a Juggernaut makes its close combat attacks, you can attack with its mount. Make 3 additional attacks, using this weapon profile.|
000001380|1|Rot Fly’s prehensile proboscis|Melee|Melee|4|0|2|After a model riding a Rot Fly makes its close combat attacks, you can attack with its mount. Make 4 additional attacks, using this weapon profile. You can re-roll failed <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for these attacks.|
000001381|1|Screamers’ lamprey bite|Melee|Melee|6|-3|2|After a model riding a Burning Chariot makes its close combat attacks, you can attack with its mount. Make 6 additional attacks, using this weapon profile.|
000001384|1|Attendants’ claws and teeth|Melee|Melee|2|0|1|Each time a model attended by Nurglings fights, it can make D6 additional attacks with this weapon. You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> of 1 for these attacks.|
000001389|1|Aiolos missile launcher|48"|Heavy 3D3|6|-1|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000001390|1|Tarantula air defence missiles|48"|Heavy D6|7|-2|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, that attack has a Damage characteristic of 2.|
000001391|1|Anvillus autocannon battery|36"|Heavy 8|7|-2|2||
000001392|1|Arachnus heavy lascannon battery|48"|Heavy 2|9|-3|D3+3||
000001393|1|Artificer flamer|12"|Assault D6|5|-1|2|Each time an attack is made with this weapon, that attack automatically hits the target.|
000001395|1|Standard|12"|Pistol 2|7|-3|2||
000001395|2|Supercharge|12"|Pistol 2|8|-3|3|If any unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 1 are made for attacks with this weapon profile, the bearer is destroyed after shooting with this weapon.|
000001396|1|Burning Wrath|3"|Assault 2D6|4|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000001397|1|Short range|0-24"|Heavy D3|6|-1|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000001397|2|Medium range|24-48"|Heavy D3|7|-2|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000001397|3|Long range|48-72"|Heavy D3|8|-3|4|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000001398|1|Castellum air defence missiles|48"|Heavy 2D3|8|-2|3|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 2 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000001399|1|Castellum battle cannon|72"|Heavy D6|9|-3|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000001400|1|Catechist|12"|Pistol 1|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2. This weapon is a <a href="/wh40k9ed/factions/space-marines/#Melta-Weapons">melta weapon</a>.|
000001401|1|Cyclonic melta lance|18"|Heavy D6|9|-4|D6|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000001402|1|Deathstorm cannon array|18"|Heavy 6|6|-1|1||
000001403|1|Deathstorm missile array|18"|Heavy 2|8|-2|D6||
