faction_id|name|type|cp_cost|legend|source_id|description|id|
AM|STEEL PHALANX|Astra Militarum Stratagem|1|The impetus of this phalanx’s charge is such that the combined Leman Russ Battle Tanks are able to smash aside all impediments, routing infantry and overturning enemy armour with their sheer belligerence and bulk.|000000051|Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. Pick an enemy unit. Each time an <span class="kwb">EMPEROR’S</span> <span class="kwb">FIST</span> unit from your army finishes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> within 1" of that enemy unit, roll a D6; on a 4+ that enemy unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|000003224003|
AM|PRECISION DROP|Astra Militarum Stratagem|1|These elite troops have deployed via low altitude grav-chutes into dozens of war zones.|000000051|Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Pick a <span class="kwb">TEMPESTUS</span> <span class="kwb">DROP</span> <span class="kwb">FORCE</span> <span class="tooltip01274" data-tooltip-content="#tooltip_content01274" data-tooltip-anchor="#tooltip_content01274"><span class="kwb">VALKYRIE</span></span> from your army. Until the end of that phase, if models embarked within that <span class="kwb">VALKYRIE</span> use the <span class="redfont">Grav-chute Insertion</span> ability to <a href="/wh40k9ed/the-rules/core-rules/#Disembark">disembark</a>, do not roll a D6 for each model to determine if any are slain. Instead, no models from that unit are slain by that ability.|000003227002|
AM|AERIAL FIRE SUPPORT|Astra Militarum Stratagem|1|After deploying the soldiers within, Drop Force Valkyries quickly identify and eliminate enemy threats on the ground.|000000051|Use this Stratagem in the enemy <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a> after a <span class="kwb">TEMPESTUS</span> <span class="kwb">DROP</span> <span class="kwb">FORCE</span> <span class="kwb">INFANTRY</span> unit from your army is chosen as the target of an enemy unit’s charge. Pick a <span class="kwb">TEMPESTUS</span> <span class="kwb">DROP</span> <span class="kwb">FORCE</span> <span class="tooltip01274" data-tooltip-content="#tooltip_content01274" data-tooltip-anchor="#tooltip_content01274"><span class="kwb">VALKYRIE</span></span> from your army within 6" of the unit being charged. That <span class="kwb">VALKYRIE</span> can fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> at the charging unit even if it is not the target of the charge, and when doing so, will hit the enemy on <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> of 4+, regardless of modifiers.|000003227003|
AM|TANK ACE|Astra Militarum Stratagem|1|Imperial armoured regiments fight in countless wars across the galaxy. Though many tank crews are lost, some survive a number of battles, their experience and success earning them renown as tank aces.|000000116|Use this Stratagem before the battle. Select one <span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">VEHICLE</span> model (without the <a href="/wh40k9ed/factions/genestealer-cults/#Brood-Brothers"><span class="kwb">BROOD</span> <span class="kwb">BROTHERS</span></a> keyword) from your army. That model can be given a <a href="/wh40k9ed/factions/astra-militarum/#Tank-Aces">Tank Ace</a> ability from the corresponding list below. Named characters cannot be given a Tank Ace ability, and no model can have more than one Tank Ace ability. You can only use this Stratagem once per battle.|000004050002|
AM|RELENTLESS|Astra Militarum Stratagem|1|Astra Militarum vehicles are so rugged and robust that they can be pushed beyond their limits temporarily in times of emergency, even if they have sustained damage.|000000116|Use this Stratagem at the start of your turn. Select one <span class="tooltip01275" data-tooltip-content="#tooltip_content01275" data-tooltip-anchor="#tooltip_content01275"><span class="kwb">VEHICLE</span></span> model (except a <span class="tooltip01276" data-tooltip-content="#tooltip_content01276" data-tooltip-anchor="#tooltip_content01276"><span class="kwb">TITANIC</span></span> model) that has a damage table on its datasheet. Until the end of that turn, that model uses the top row of its damage table, regardless of how many wounds it has lost.|000004066002|
AM|DIRECT ONSLAUGHT|Astra Militarum Stratagem|1|Normally used for indirect fire missions, when a target becomes visible to Manticores and Wyverns they are capable of unleashing a devastating barrage upon it.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> when a <span class="tooltip00840" data-tooltip-content="#tooltip_content00840" data-tooltip-anchor="#tooltip_content00840"><span class="kwb">MANTICORE</span></span> or <span class="tooltip00839" data-tooltip-content="#tooltip_content00839" data-tooltip-anchor="#tooltip_content00839"><span class="kwb">WYVERN</span></span> model from your army is chosen to shoot with. Until the end of that phase, when resolving an attack made with a storm eagle rocket or wyvern quad stormshard mortar by that model against a unit that is visible to it, add 1 to the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000004066003|
AM|EXPERIENCED EYE|Astra Militarum Stratagem|1|War on numerous battlefields against many foes has taught experienced Astra Militarum soldiers how to identify and exploit weak points in enemy armour.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when an <span class="tooltip01277" data-tooltip-content="#tooltip_content01277" data-tooltip-anchor="#tooltip_content01277"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">VETERANS</span></span> unit from your army is chosen to shoot with. Until the end of that phase, when resolving an attack made with a weapon by a model in that unit, improve the Armour Penetration characteristic of that weapon by 1 for that attack (e.g. AP 0 becomes AP -1).|000004066004|
AM|FURIOUS CHARGE|Astra Militarum Stratagem|1|The brute power of Ogryns is such that when they charge, the impact is devastating.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>, when an <span class="tooltip00174" data-tooltip-content="#tooltip_content00174" data-tooltip-anchor="#tooltip_content00174"><span class="kwb">OGRYN</span></span> unit from your army finishes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>. For each model in that unit, you can select one enemy unit within 1" of that model and roll one D6; on a 4+ that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000004066005|
AM|SPLASH DAMAGE|Astra Militarum Stratagem|1|Cover offers little protection against Hellhounds and their variants, and often becomes the target’s tomb.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip01278" data-tooltip-content="#tooltip_content01278" data-tooltip-anchor="#tooltip_content01278"><span class="kwb">HELLHOUND</span></span> model from your army is chosen to shoot with. Until the end of that phase, when resolving an attack made with a chem cannon, inferno cannon or melta cannon by that model against a unit that is receiving the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefit of cover</a>, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000004066006|
AM|CONCENTRATED FIRE|Astra Militarum Stratagem|1|By focusing their fire on one target, gunners can follow their comrades’ tracers and maximise damage.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip01279" data-tooltip-content="#tooltip_content01279" data-tooltip-anchor="#tooltip_content01279"><span class="kwb">HEAVY</span> <span class="kwb">WEAPONS</span> <span class="kwb">SQUAD</span></span> unit from your army is chosen to shoot with. Select one enemy unit. Until the end of that phase, attacks made by models in that <span class="kwb">HEAVY</span> <span class="kwb">WEAPONS</span> <span class="kwb">SQUAD</span> unit must target that enemy unit, and when resolving those attacks, add 1 to the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit</a> and <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for any attack made with a weapon from the <i><span class="tooltip00449" data-tooltip-content="#tooltip_content00449"><span class="tt">Heavy</span> <span class="tt">Weapons</span></span></i> list.|000004066007|
AM|STRIKE FIRST, STRIKE HARD|Astra Militarum Stratagem|1|From advanced positions, Sentinels take careful aim and often strike at key targets before battle begins.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> in the first battle round, when an <span class="tooltip01280" data-tooltip-content="#tooltip_content01280" data-tooltip-anchor="#tooltip_content01280"><span class="kwb">ARMOURED</span> <span class="kwb">SENTINELS</span></span> or <span class="tooltip01281" data-tooltip-content="#tooltip_content01281" data-tooltip-anchor="#tooltip_content01281"><span class="kwb">SCOUT</span> <span class="kwb">SENTINELS</span></span> unit from your army is chosen to shoot with. Until the end of that phase, when resolving an attack made by a model in that unit, add 2 to the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000004066008|
AM|SHIELD OF FLESH|Astra Militarum Stratagem|1|Heavily armoured and immensely tough, Bullgryns can be a superlative shield against incoming fire.|000000116|Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when an <span class="tooltip00532" data-tooltip-content="#tooltip_content00532" data-tooltip-anchor="#tooltip_content00532"><span class="kwb">INFANTRY</span></span> unit from your army that is within 3" of a friendly <span class="tooltip01282" data-tooltip-content="#tooltip_content01282" data-tooltip-anchor="#tooltip_content01282"><span class="kwb">BULLGRYNS</span></span> unit is chosen as the target of an attack. Until the end of that phase, when resolving an attack made against that <span class="kwb">INFANTRY</span> unit, if that <span class="kwb">BULLGRYNS</span> unit is closer to the attacking model than that <span class="kwb">INFANTRY</span> unit is, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000004066009|
AM|HAIL OF FIRE|Astra Militarum Stratagem|2|Rapid reloading is at the core of tank crew training.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip01271" data-tooltip-content="#tooltip_content01271" data-tooltip-anchor="#tooltip_content01271"><span class="kwb">LEMAN</span> <span class="kwb">RUSS</span></span> model from your army is chosen to shoot with. Until the end of that phase, when resolving an attack made with a weapon by that model against a <span class="kwb">VEHICLE</span> unit, do not roll to determine the Type characteristic of that weapon; it has the maximum value (e.g. a <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy D6</a> weapon makes 6 shots).|000004066010|
AM|ROLLING DEATH|Astra Militarum Stratagem|1|Taurox drivers strike the perfect balance between advancing and maximising their firepower.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip01273" data-tooltip-content="#tooltip_content01273" data-tooltip-anchor="#tooltip_content01273"><span class="kwb">TAUROX</span></span> model from your army is chosen to shoot with. Until the end of that phase, when resolving an attack made by that model, if that model moved less than half its Move characteristic in the preceding <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, add 1 to the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000004066011|
AM|HEAD FIRST|Astra Militarum Stratagem|1|Mechanised infantry units often drill to strike the enemy hard and fast the instant they disembark.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>, when a unit from your army is chosen to charge with. Until the end of that phase, if that unit <a href="/wh40k9ed/the-rules/core-rules/#Disembark">disembarked</a> from a <span class="tooltip01272" data-tooltip-content="#tooltip_content01272" data-tooltip-anchor="#tooltip_content01272"><span class="kwb">CHIMERA</span></span> unit this turn, when making a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> for that unit, add 2 to the result.|000004066012|
AM|FOCUSED BOMBARDMENT|Astra Militarum Stratagem|1|At the precise moment, the Master of Ordnance calls every gun at their disposal to fire on a single point.|000000116|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip01283" data-tooltip-content="#tooltip_content01283" data-tooltip-anchor="#tooltip_content01283"><span class="kwb">MASTER</span> <span class="kwb2">OF</span> <span class="kwb">ORDNANCE</span></span> unit from your army is chosen to shoot with. Until the end of that phase, the artillery barrage that unit is equipped with has a Type characteristic of <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy 6</a>.|000004066013|
