faction_id|name|type|cp_cost|legend|source_id|description|id|
CD|LEGIONS OF SHADE|Disciples of Be’lakor – Strategic Ploy Stratagem|1|The Disciples of Be'lakor flow around and through their enemies like wraiths from the depths of the warp.|000000161|Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> or at the start of your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. Select one <span class="kwb">DISCIPLES</span> <span class="kwb2">OF</span> <span class="kwb">BE’LAKOR</span> unit from your army. Until the end of the phase, models in that unit can move horizontally through enemy models.|000005691004|
CD|MORTAL BOON|Disciples of Be’lakor – Strategic Ploy Stratagem|2|Be’lakor’s daemonic hosts draw strength from the mortals fighting beside them, anchoring themselves in realspace by sinking ephemeral talons into the sou/stuff of their allies.|000000161|Use this Stratagem at the start of the <a href="/wh40k9ed/the-rules/core-rules/#MORALE-PHASE">Morale phase</a>. Select one <span class="kwb">DAEMONIC</span> <span class="kwb">DISCIPLES</span> unit from your army that is within 6" of a friendly <span class="kwb">LEGION</span> <span class="kwb">DISCIPLES</span> unit (excluding VEHICLE units). Until the end of the phase, each time that <span class="kwb">DAEMONIC</span> <span class="kwb">DISCIPLES</span> unit takes a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a>, it is automatically passed and you count as having passed that test with an unmodified roll of a 1.|000005691005|
CD|DRAUGHT OF TERROR|Disciples of Be’lakor – Strategic Ploy Stratagem|1|The swelling fear of their mortal prey serves as an intoxicating elixir to Be'lakor's daemonic followers, each draught reknitting sundered warpflesh or drawingfresh and hungry entities through the veil to war .|000000161|Use this Stratagem at the start of the <a href="/wh40k9ed/the-rules/core-rules/#MORALE-PHASE">Morale phase</a>. Select one <span class="kwb">DAEMONIC</span> <span class="kwb">DISCIPLES</span> unit from your army. Until the end of the phase, that unit gains the following ability: ‘<span class="redfont">Draught of Terror (Aura)</span><b>:</b> While an enemy unit is within 6" of this unit, each time a model <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">flees</a> from that enemy unit:<br><ul><li>If any models in this unit have any lost wounds, one model in this unit regains 1 lost wound.</li><li>If no models in this unit have any lost wounds, but it is not at its <a href="/wh40k9ed/the-rules/core-rules/#Starting-Strength-Half-strength-and-Destroyed-Units">Starting Strength</a>, one of this unit's destroyed models is added back to it with 1 wound remaining. Models added back to this unit in this way can be set up within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of enemy units that are already within Engagement Range of this unit.’</li></ul>|000005691006|
CD|BANNER OF BLOOD|Khorne Daemons Stratagem|1|This brass standard constantly drips with blood, the smell of which drives Khorne’s Daemons into an unbridled battle-lust.||Use this Stratagem before the battle. Choose one of your <span class="tooltip00231" data-tooltip-content="#tooltip_content00231" data-tooltip-anchor="#tooltip_content00231"><span class="kwb">KHORNE</span></span> models with a <span class="redfont">Daemonic Icon</span>. That icon is upgraded to a Banner of Blood. In addition to its normal ability, the power of the banner can be used once per battle, just before the bearer’s unit <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declares a charge</a>. When used, the bearer’s unit can charge 3D6" instead of 2D6".|000002630009|
CD|LOCUS OF WRATH|Khorne Daemons Stratagem|2|Khorne’s wrath empowers those who fight beside his champions.||Use this Stratagem at the start of any <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select a <span class="tooltip00230" data-tooltip-content="#tooltip_content00230" data-tooltip-anchor="#tooltip_content00230"><span class="kwb">KHORNE</span> <span class="kwb">DAEMON</span> <span class="kwb">CHARACTER</span></span> from your army – until the end of the phase you can re-roll any failed <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> made for friendly <span class="tooltip00229" data-tooltip-content="#tooltip_content00229" data-tooltip-anchor="#tooltip_content00229"><span class="kwb">KHORNE</span> <span class="kwb">DAEMON</span></span> units within 6" of that model.|000002630010|
CD|FRENETIC BLOODLUST|Khorne Daemons Stratagem|3|The bloodlust of Khorne’s Daemons is never sated.||Use this Stratagem at the end of any <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one of your <span class="tooltip00229" data-tooltip-content="#tooltip_content00229" data-tooltip-anchor="#tooltip_content00229"><span class="kwb">KHORNE</span> <span class="kwb">DAEMON</span></span> units – that unit can immediately fight again.|000002630011|
CD|RAGE ETERNAL|Khorne Daemons Stratagem|3|A rage as limitless as that of Khorne’s soldiers overcomes even death’s boundary in its intensity.|000000120|Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> when a model in a <span class="tooltip03292" data-tooltip-content="#tooltip_content03292" data-tooltip-anchor="#tooltip_content03292"><span class="kwb">BLOODLETTER</span> <span class="kwb">INFANTRY</span></span> unit from your army is destroyed. Until the end of the phase, roll one D6 each time a model from that unit is destroyed; on a 4+, that model is not removed until after all of the attacking unit’s close combat attacks have been resolved, and the destroyed model can make all of its close combat attacks against the unit that destroyed it before being removed (this model can make these close combat attacks even if it would not normally be able to target that unit).|000004253010|
CD|BRASS STAMPEDE|Khorne Daemons Stratagem|1|Few things can withstand the thunderous and bloody charge of Khorne’s chosen knights.|000000120|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a> when a <span class="tooltip03293" data-tooltip-content="#tooltip_content03293" data-tooltip-anchor="#tooltip_content03293"><span class="kwb">BLOODLETTER</span> <span class="kwb">CAVALRY</span></span> unit from your army finishes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>. For each model in that unit, you can select one enemy unit within 1" of that model and roll one D6; on a 2+, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>; on a 6, that enemy unit suffers D3 mortal wounds. If these mortal wounds destroy all enemy units within 1" of your unit, it can, if you wish, immediately declare another charge.|000004253011|
CD|THE SCENT OF BLOOD|Khorne Daemons Stratagem|1|The rich odour of freshly spilled blood will draw loping Flesh Hounds from the foot of Khorne’s throne itself.|000000120|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. Select one <span class="tooltip03294" data-tooltip-content="#tooltip_content03294" data-tooltip-anchor="#tooltip_content03294"><span class="kwb">FLESH</span> <span class="kwb">HOUNDS</span></span> unit from your army. That unit can be chosen to charge with this phase even if it <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advanced</a> this turn. In addition, add 2 to the result of that <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> if any enemy models (excluding VEHICLES) have been destroyed this turn.|000004253012|
CD|BOUND IN BRASS AND BONE|Khorne Daemons Stratagem|1|Khorne’s constructs manifest as armour-plated horrors, their dense forms proof against the worst attacks.|000000120|Use this Stratagem in any phase when a <span class="tooltip03295" data-tooltip-content="#tooltip_content03295" data-tooltip-anchor="#tooltip_content03295"><span class="kwb">BLOODLETTER</span> <span class="kwb">CHARIOT</span></span> unit from your army is chosen as the target of an attack. Until the end of the phase, when resolving an attack made against that unit, halve the damage inflicted (rounding up).|000004253013|
CD|EXALTED BLOODTHIRSTER|Khorne Daemons Stratagem|1||000000120|Use this Stratagem before the battle. Select one <span class="tooltip00225" data-tooltip-content="#tooltip_content00225" data-tooltip-anchor="#tooltip_content00225"><span class="kwb">BLOODTHIRSTER</span></span> model from your army that is not a named character. Until the end of the battle, that model gains the EXALTED keyword, and you select one of the Exalted Bloodthirster abilities below for this model for the duration of the battle. Alternatively, you can randomly determine two abilities by rolling two D6 and applying them both to this model for the duration of the battle (if a double is rolled, roll again until two different results are rolled). Each model can only be affected by this Stratagem once.<br><br><div class="BreakInsideAvoid"  style="""><table border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table  border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:top;width:36px;height:0px;"><b>D6</b></td><td style="border-width:0 0 0 0;text-align:left;vertical-align:top;width:440px;height:0px;"><b>Result</b></td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:top;width:36px;height:0px;"><b>1</b></td><td style="border-width:0 0 0 0;text-align:left;vertical-align:top;width:440px;height:0px;"><b>Hellfire-wrought Armour:</b> This model has a Save characteristic of 2+.</td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:top;width:36px;height:0px;"><b>2</b></td><td style="border-width:0 0 0 0;text-align:left;vertical-align:top;width:440px;height:0px;"><b>Blood-blessed:</b> This model cannot lose more than 8 wounds in the same phase. Any damage inflicted after this point in the same phase has no effect.</td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:top;width:36px;height:0px;"><b>3</b></td><td style="border-width:0 0 0 0;text-align:left;vertical-align:top;width:440px;height:0px;"><b>Arch-murderer:</b> Add 1 to the Damage characteristic of all weapons this model is equipped with.</td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:top;width:36px;height:0px;"><b>4</b></td><td style="border-width:0 0 0 0;text-align:left;vertical-align:top;width:440px;height:0px;"><b>Slaughterborn:</b> If, in the <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>, this model makes a <span class="tooltip03040" data-tooltip-content="#tooltip_content03040"><span class="tt kwbu">charge</span> <span class="tt kwbu">move</span></span>, is charged by any enemy units, or performs a <span class="tooltip03296" data-tooltip-content="#tooltip_content03296"><span class="tt kwbu">Heroic</span> <span class="tt kwbu">Intervention</span></span>, add 1 to its Strength and Attacks characteristics until the end of the following <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. This is cumulative with the <span class="redfont">Unstoppable Ferocity</span> ability.</td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:top;width:36px;height:0px;"><b>5</b></td><td style="border-width:0 0 0 0;text-align:left;vertical-align:top;width:440px;height:0px;"><b>Rage Unchained:</b> This model is considered to have double the number of wounds remaining for the purposes of determining what row to use on its damage table.</td></tr><tr><td style="border-width:0 0 0 0;text-align:center;vertical-align:top;width:36px;height:0px;"><b>6</b></td><td style="border-width:0 0 0 0;text-align:left;vertical-align:top;width:440px;height:0px;"><b>Unrivalled Battle-lust:</b> When a <span class="tooltip03040" data-tooltip-content="#tooltip_content03040"><span class="tt kwbu">charge</span> <span class="tt kwbu">roll</span></span> is made for this model, add 2 to the result. In addition, this model can perform a <span class="tooltip03296" data-tooltip-content="#tooltip_content03296"><span class="tt kwbu">Heroic</span> <span class="tt kwbu">Intervention</span></span> if there are any enemy units within 6" of them instead of 3", and when doing so can move up to 6" instead of 3".</td></tr></tbody></table></td></tr></tbody></table></div>|000004255002|
CD|REVOLTING REGENERATION|Nurgle Daemons Stratagem|2|As the tolling of bells echoes through the warp, the flesh of Nurgle’s Daemons flows like wax to seal gaping wounds.||Use this Stratagem at the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one of your <span class="tooltip00237" data-tooltip-content="#tooltip_content00237" data-tooltip-anchor="#tooltip_content00237"><span class="kwb">NURGLE</span> <span class="kwb">DAEMON</span></span> units. One model in the unit regains D3 lost wounds. If there are no wounded models in the unit, and that unit has suffered any casualties, a single slain model from the unit is returned to play with one wound remaining.|000002630012|
