roll|name|faction_id|faction_name|legend|type|description|
5|TENEBROUS CURSE|BA|Blood Angels|The psyker sends a psychic bolt lancing through his foes’ minds. As they reel from the assault, their own shadows drag down their casters.|Obscuration Discipline|Tenebrous Curse has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that cannot <a href="/wh40k9ed/the-rules/core-rules/#Flying">FLY</a> and is within 18" of and visible to this psyker. That unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> and, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, halve that unit’s Move characteristic and the result of any <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance rolls</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for it (rounding up).|
6|TEMPORAL CORRIDOR|BA|Blood Angels|The psyker creates an invisible corridor in which the passage of time is altered, allowing his allies to rapidly traverse the battlefield.|Obscuration Discipline|Temporal Corridor has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">BLOOD ANGELS PHOBOS</s></span> unit within 3" of this psyker. That unit can immediately move as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, but it cannot <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a> as part of this move and must <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a>. When the <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance roll</a> is made for that Advance, roll 3D6 and discard two of the results. You cannot use Temporal Corridor on the same unit more than once per <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.|
1|Shrouding|SW|Space Wolves|The psyker uses his mastery of the warp to fog the minds of his enemies, clouding their senses so that his allies appear as nothing more than indistinct shadows.|Obscuration Discipline|Shrouding has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">SPACE WOLVES PHOBOS</s></span> unit within 18" of this psyker. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, enemy models can only shoot that unit if it is the closest target that is visible to them or they are firing <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a>.|
2|Soul Sight|SW|Space Wolves|The psyker shares his warp-sight with his brethren, causing their eyes to glow with an ethereal light. So empowered, no foe can escape their omniscient gaze; the souls of their targets flare like flaming beacons in the dark.|Obscuration Discipline|Soul Sight has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">SPACE WOLVES PHOBOS</s></span> unit within 18" of this psyker. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, when resolving an attack made with a ranged weapon by a model in that unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and the target does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefit of cover</a> to its <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a>.|
3|Mind Raid|SW|Space Wolves|The psyker peers into the mind of the foe, raiding their thoughts for secret codes, battle plans, the location of hidden forces and any other tactical information that might be useful. Such brute psychic interrogation doubtless inflicts severe cerebral trauma on its victim.|Obscuration Discipline|Mind Raid has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy model within 18" of and visible to this psyker. That model’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. If your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a> and that model is a <a href="/wh40k9ed/the-rules/core-rules/#Characters">CHARACTER</a>, roll 3D6; if the result is equal to or greater than that model’s Leadership characteristic, you gain 1 <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Point</a>.|
4|Hallucination|SW|Space Wolves|The psyker conjures images out of his foes’ own memories – from past allies seemingly returned from the dead, to apparitions wrought from their darkest nightmares. Paranoia, confusion and panic reign under such a psychic assault.|Obscuration Discipline|Hallucination has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this psyker. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, subtract 1 from that unit’s Leadership characteristic. Your opponent then rolls 2D6; if the result is greater than that unit’s Leadership characteristic, then until the start of your next Psychic phase, when resolving an attack made by a model in that unit, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
5|Tenebrous Curse|SW|Space Wolves|As the psyker twists his hand, a psychic bolt lances through his foes’ minds. As they reel from the assault, their own shadows seemingly come to life, pulling their casters to the ground with frenzied determination.|Obscuration Discipline|Tenebrous Curse has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that cannot <a href="/wh40k9ed/the-rules/core-rules/#Flying">FLY</a> and is within 18" of and visible to this psyker. That unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> and, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, halve that unit’s Move characteristic and the result of any <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance rolls</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for it (rounding up).|
6|Temporal Corridor|SW|Space Wolves|The psyker creates an invisible corridor in which the passage of time is altered, allowing his allies to traverse the battlefield with supernatural swiftness.|Obscuration Discipline|Temporal Corridor has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">SPACE WOLVES PHOBOS</s></span> unit within 3" of this psyker. That unit can immediately move as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, but it cannot <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a> as part of this move and must <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a>. When the Advance roll is made for that Advance, roll 3D6 and discard two of the results. You cannot use Temporal Corridor on the same unit more than once per <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.|
1|QUICKENING|SM|Space Marines|The Librarian channels his psychic might, and the deadly powers of the immaterium flow through him, raising his speed to deadly heights.|Sanguinary Discipline|<b>Blessing:</b> <i>Quickening</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for this <span class="kwb">PSYKER</span>.</li><li>Add D3 to this <span class="kwb">PSYKER</span>’s Attacks characteristic.</li></ul>|
2|UNLEASH RAGE|SM|Space Marines|The Librarian reaches into the minds of his fellows and stokes the fires of anger lurking in their psyches, pushing them into a frenzied rage.|Sanguinary Discipline|<b>Blessing:</b> <i>Unleash Rage</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01053" data-tooltip-content="#tooltip_content01053" data-tooltip-anchor="#tooltip_content01053"><span class="kwb">BLOOD</span> <span class="kwb">ANGELS</span> <span class="kwb">CORE</span></span> unit within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes a melee attack, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 1 additional hit.|
3|SHIELD OF SANGUINIUS|SM|Space Marines|The Librarian wills a shimmering golden barrier into existence, shielding his brothers from harm.|Sanguinary Discipline|<b>Blessing:</b> <i>Shield of Sanguinius</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">BLOOD</span> <span class="kwb">ANGELS</span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, models in that unit have a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
4|BLOOD BOIL|SM|Space Marines|The Librarian drives his enemy’s lifeblood into a seething frenzy, causing it to boil in the victims veins a split second before bursting from every pore with explosive finality.|Sanguinary Discipline|<b>Witchfire:</b> <i>Blood Boil</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is within 18" of and visible to this <span class="kwb">PSYKER</span> and roll 2D6:<br><ul><li>If the total is more than the highest Toughness characteristic of models in that unit, it suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.</li><li>If the total is more than double the highest Toughness characteristic of models in that unit, it suffers 3 mortal wounds instead.</li></ul>|
5|BLOOD LANCE|SM|Space Marines|The Librarian conjures a mighty lance, infused with his innermost rage. Hefting this empyric projectile, the Librarian hurls it with all of his psychokinetic might, sending it hurtling through the enemy ranks to maim and impale.|Sanguinary Discipline|<b>Witchfire:</b> <i>Blood Lance</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy model that is within 18" of and visible to this <span class="kwb">PSYKER</span>. Draw the shortest possible line between this <span class="kwb">PSYKER</span>’s base and the selected enemy model’s base (or hull), then roll one D6 for each model the centre of the line passes over: on a 5+, that model’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
6|WINGS OF SANGUINIUS|SM|Space Marines|Blood-red wings of psychic energy spring from the back of the Librarian, allowing him to soar across the battlefield like an avenging angel.|Sanguinary Discipline|<b>Blessing:</b> <i>Wings of Sanguinius</i> has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, this <span class="kwb">PSYKER</span> can make a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a> or <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a> as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. In addition, until the end of the phase, this <span class="kwb">PSYKER</span> has a Move characteristic of 12" and the <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a> keyword.|
1|GIFT OF INFECTION|DG|Death Guard|The Insidious Blight is one of Nurgle’s favoured gifts, and with a deep exhalation of warp-tainted breath this selfless psyker bestows such a boon on those who would try to deny such a blessing by keeping their distance.|Army of Renown: Terminus Est Assault Force|<b>Malediction:</b> <i>Gift of Infection</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, subtract 1 from the Toughness characteristic of models in that unit (this is not cumulative with any Toughness penalties incurred from any <a href="/wh40k9ed/factions/death-guard/#Contagions-of-Nurgle">Contagion of Nurgle</a> abilities).|
2|LUNGROT|DG|Death Guard|The psykers daubs his helmet with a warp rune and immediately expels a deep, hacking cough. As he does, his foes are wracked by a paroxysm, causing them to stumble and double over while their lungs rapidly rot.|Army of Renown: Terminus Est Assault Force|<b>Malediction:</b> <i>Lungrot</i> has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>That unit cannot <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a>.</li><li>Each time that unit is selected to charge, only eligible units within 6" can be selected as the target of its charge.</li><li>Each time a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> is made for that unit, it cannot be re-rolled.</li></ul>|
